gmDate,seasonType,season,teamWins,teamLosses,teamAbbr,teamLoc,teamRslt,teamDayOff,teamPTS,teamAST,teamTO,teamSTL,teamBLK,teamPF,teamFGM,team2PM,team3PM,teamFTM,teamORB,teamDRB,teamTRB,teamDrtg,opptWins,opptLosses,opptAbbr,opptLoc,opptRslt,opptDayOff,opptPTS,opptAST,opptTO,opptSTL,opptBLK,opptPF,opptFGM,oppt2PM,oppt3PM,opptFTM,opptORB,opptDRB,opptTRB,opptDrtg,matchWinner
01/02/2021,Regular,2020-21,16,6,LAL,Away,Win,1,107,24,11,10,7,20,40,33,7,20,4,27,31,106,10,10,ATL,Home,Loss,2,99,27,17,8,3,21,37,26,11,14,6,30,36,114.6,LAL
01/02/2021,Regular,2020-21,10,11,CHO,Away,Win,1,129,31,11,6,4,22,43,22,21,22,13,31,44,117.7,7,13,MIA,Home,Loss,1,121,28,15,8,7,26,43,24,19,16,10,38,48,125.4,CHO
01/02/2021,Regular,2020-21,9,13,NYK,Away,Loss,0,102,21,11,6,6,19,37,31,6,22,11,34,45,113,8,11,CHI,Home,Win,1,110,30,12,3,1,19,42,31,11,15,7,33,40,104.8,CHI
01/02/2021,Regular,2020-21,5,15,MIN,Away,Loss,0,98,20,8,4,1,21,40,29,11,7,15,30,45,106.8,10,11,CLE,Home,Win,0,100,26,13,4,12,12,35,28,7,23,15,37,52,104.7,CLE
01/02/2021,Regular,2020-21,10,9,POR,Away,Loss,1,106,19,11,8,6,10,39,24,15,13,14,31,45,130.2,12,8,MIL,Home,Win,1,134,38,12,10,7,13,53,32,21,7,9,44,53,103,MIL
01/02/2021,Regular,2020-21,9,11,SAC,Away,Win,1,118,31,20,3,8,18,42,28,14,20,13,39,52,106.9,7,12,NOP,Home,Loss,1,109,22,10,11,5,22,40,31,9,20,17,29,46,115.7,SAC
01/02/2021,Regular,2020-21,10,9,HOU,Away,Win,1,136,30,11,8,6,20,49,21,28,10,10,40,50,101.4,8,11,OKC,Home,Loss,2,106,21,16,8,8,13,39,26,13,15,8,37,45,130.1,HOU
01/02/2021,Regular,2020-21,11,8,PHO,Away,Win,1,109,19,16,7,3,24,43,30,13,10,11,34,45,107.3,8,13,DAL,Home,Loss,1,108,16,14,9,7,17,37,27,10,24,7,35,42,108.3,PHO
01/02/2021,Regular,2020-21,9,6,MEM,Away,Win,1,133,37,9,11,11,16,52,37,15,14,10,43,53,102,11,10,SAS,Home,Loss,1,102,28,14,8,7,13,37,24,13,15,10,32,42,133,MEM
02/02/2021,Regular,2020-21,9,12,TOR,Away,Win,1,123,32,11,14,4,18,40,20,20,23,6,34,40,109.4,8,14,ORL,Home,Loss,1,108,24,16,4,4,22,41,27,14,12,9,37,46,124.6,TOR
02/02/2021,Regular,2020-21,16,6,LAC,Away,Loss,1,120,21,8,12,5,18,45,30,15,15,11,28,39,124.1,14,9,BRK,Home,Win,1,124,25,16,6,4,17,45,32,13,21,6,38,44,120.1,BRK
02/02/2021,Regular,2020-21,9,7,MEM,Away,Loss,0,116,27,16,11,7,22,42,33,9,23,10,26,36,128.6,12,9,IND,Home,Win,1,134,30,18,8,8,19,49,33,16,20,9,33,42,111.3,IND
02/02/2021,Regular,2020-21,11,9,POR,Away,Win,0,132,19,9,6,1,19,44,23,21,23,14,30,44,125.3,4,13,WAS,Home,Loss,1,121,32,13,2,5,21,46,30,16,13,6,33,39,136.7,POR
02/02/2021,Regular,2020-21,11,8,BOS,Away,Win,2,111,16,15,3,4,20,39,26,13,20,12,39,51,111,11,10,GSW,Home,Loss,2,107,30,11,9,4,23,38,23,15,16,6,30,36,115.1,BOS
02/02/2021,Regular,2020-21,5,16,DET,Away,Loss,2,105,18,15,7,5,21,39,30,9,18,12,34,46,117.5,16,5,UTA,Home,Win,1,117,23,13,9,6,17,38,22,16,25,8,36,44,105.4,UTA
03/02/2021,Regular,2020-21,16,6,PHI,Away,Win,2,118,23,18,9,6,21,41,31,10,26,10,30,40,112,10,12,CHO,Home,Loss,1,111,28,16,5,4,22,39,25,14,19,10,27,37,119.1,PHI
03/02/2021,Regular,2020-21,12,10,IND,Away,Loss,0,110,28,14,7,6,13,43,32,11,13,8,38,46,122.2,13,8,MIL,Home,Win,1,130,33,12,13,7,11,48,27,21,13,11,42,53,103.4,MIL
03/02/2021,Regular,2020-21,9,13,DAL,Away,Win,1,122,27,10,8,7,19,43,30,13,23,13,32,45,117.9,10,11,ATL,Home,Loss,1,116,31,16,6,4,20,45,31,14,12,13,33,46,124,DAL
03/02/2021,Regular,2020-21,10,13,NYK,Away,Win,1,107,19,17,5,4,18,43,32,11,10,11,36,47,105.1,8,12,CHI,Home,Loss,1,103,25,9,11,3,14,43,37,6,11,6,32,38,109.2,NYK
03/02/2021,Regular,2020-21,17,6,LAC,Away,Win,0,121,22,14,4,6,20,44,24,20,13,8,38,46,106.7,10,12,CLE,Home,Loss,1,99,21,8,8,6,14,41,37,4,13,11,26,37,130.4,LAC
03/02/2021,Regular,2020-21,5,13,WAS,Away,Win,0,103,20,17,6,5,17,35,20,15,18,14,35,49,105,7,14,MIA,Home,Loss,1,100,24,13,11,2,21,36,24,12,16,9,35,44,108.1,WAS
03/02/2021,Regular,2020-21,10,10,HOU,Away,Loss,1,87,21,20,11,4,18,33,21,12,9,5,36,41,97.2,9,11,OKC,Home,Win,1,104,19,21,13,5,14,36,26,10,22,5,46,51,81.3,OKC
03/02/2021,Regular,2020-21,5,16,MIN,Away,Loss,1,108,22,10,6,9,21,43,30,13,9,9,40,49,109.8,12,10,SAS,Home,Win,1,111,28,7,5,6,13,43,36,7,18,7,38,45,106.9,SAS
03/02/2021,Regular,2020-21,11,9,PHO,Away,Loss,1,101,26,14,3,6,18,38,30,8,17,11,28,39,134.3,8,12,NOP,Home,Win,1,123,30,7,7,3,20,46,32,14,17,12,32,44,110.2,NOP
03/02/2021,Regular,2020-21,11,9,BOS,Away,Loss,0,111,28,13,9,3,21,39,28,11,22,11,34,45,119,10,11,SAC,Home,Win,1,116,23,10,7,2,19,42,29,13,19,12,32,44,113.9,SAC
04/02/2021,Regular,2020-21,17,5,UTA,Away,Win,1,112,19,14,7,4,20,44,31,13,11,12,40,52,95.4,10,12,ATL,Home,Loss,0,91,19,11,8,1,15,32,23,9,18,18,31,49,117.4,UTA
04/02/2021,Regular,2020-21,12,10,GSW,Away,Win,1,147,37,8,6,6,19,51,29,22,23,4,41,45,114.2,9,14,DAL,Home,Loss,0,116,26,10,2,3,24,38,18,20,20,10,32,42,144.7,GSW
04/02/2021,Regular,2020-21,12,9,POR,Away,Win,1,121,17,11,8,5,18,45,32,13,18,19,34,53,107.3,16,7,PHI,Home,Loss,0,105,19,18,6,3,15,39,32,7,20,8,29,37,123.6,POR
04/02/2021,Regular,2020-21,11,10,HOU,Away,Win,0,115,26,14,8,3,19,41,22,19,14,8,36,44,105.6,9,8,MEM,Home,Loss,1,103,28,13,10,6,15,37,25,12,17,11,32,43,117.9,HOU
04/02/2021,Regular,2020-21,12,9,DEN,Away,Loss,3,93,19,15,9,2,23,36,28,8,13,16,26,42,120,17,6,LAL,Home,Win,2,114,29,16,10,7,19,46,38,8,14,8,32,40,97.9,LAL
05/02/2021,Regular,2020-21,9,12,NOP,Away,Win,1,114,23,19,5,6,17,41,28,13,19,11,39,50,117.3,12,11,IND,Home,Loss,1,113,31,10,9,6,21,41,21,20,11,10,27,37,118.4,NOP
05/02/2021,Regular,2020-21,8,13,CHI,Away,Loss,1,119,27,8,9,5,22,46,37,9,18,10,30,40,122.1,9,14,ORL,Home,Win,2,123,27,15,5,2,22,42,31,11,28,10,39,49,118.1,ORL
05/02/2021,Regular,2020-21,10,12,TOR,Away,Win,2,123,22,10,10,6,25,49,36,13,12,12,29,41,117.8,14,10,BRK,Home,Loss,2,117,29,18,5,6,19,39,22,17,22,8,32,40,123.8,TOR
05/02/2021,Regular,2020-21,14,8,MIL,Away,Win,1,123,28,11,6,7,18,50,43,7,16,13,41,54,102.9,10,13,CLE,Home,Loss,1,105,23,11,7,9,19,41,30,11,12,6,30,36,120.6,MIL
05/02/2021,Regular,2020-21,18,5,UTA,Away,Win,0,138,32,16,5,9,19,48,22,26,16,6,38,44,118.6,10,13,CHO,Home,Loss,1,121,26,7,9,2,17,48,37,11,14,14,26,40,135.3,UTA
05/02/2021,Regular,2020-21,5,14,WAS,Away,Loss,1,95,19,17,7,9,20,33,25,8,21,12,28,40,121.1,8,14,MIA,Home,Win,1,122,27,16,9,7,20,43,27,16,20,9,39,48,94.3,MIA
05/02/2021,Regular,2020-21,6,16,MIN,Away,Win,1,106,27,15,10,4,15,41,25,16,8,10,33,43,103.3,9,12,OKC,Home,Loss,1,103,28,17,10,7,7,39,26,13,12,8,36,44,106.3,MIN
05/02/2021,Regular,2020-21,5,17,DET,Away,Loss,2,92,20,13,8,6,16,34,27,7,17,17,28,45,110.5,12,9,PHO,Home,Win,1,109,26,21,7,3,26,42,30,12,13,10,40,50,93.3,PHO
05/02/2021,Regular,2020-21,12,9,BOS,Away,Win,1,119,21,6,8,1,16,43,27,16,17,9,25,34,122.3,17,7,LAC,Home,Loss,1,115,26,16,5,4,17,42,28,14,17,10,37,47,126.6,BOS
06/02/2021,Regular,2020-21,12,10,POR,Away,Loss,1,99,15,11,7,7,15,37,20,17,8,11,30,41,114.4,11,13,NYK,Home,Win,2,110,20,14,5,5,19,44,31,13,9,8,43,51,102.9,NYK
06/02/2021,Regular,2020-21,12,10,DEN,Away,Loss,1,114,30,9,3,9,18,45,32,13,11,13,34,47,123.5,11,11,SAC,Home,Win,2,119,30,7,5,7,11,44,30,14,17,10,35,45,118.3,SAC
06/02/2021,Regular,2020-21,9,13,CHI,Away,Win,0,118,28,10,6,10,12,47,32,15,9,11,36,47,98.6,9,15,ORL,Home,Loss,0,92,17,11,5,10,10,37,31,6,12,15,32,47,126.4,CHI
06/02/2021,Regular,2020-21,10,13,TOR,Away,Loss,0,121,24,6,9,5,27,41,28,13,26,14,24,38,131.3,11,12,ATL,Home,Win,1,132,31,18,1,10,25,42,23,19,29,4,39,43,120.3,ATL
06/02/2021,Regular,2020-21,15,8,MIL,Away,Win,0,124,25,8,10,2,20,47,31,16,14,6,37,43,101.5,10,14,CLE,Home,Loss,0,99,21,13,4,1,19,39,33,6,15,8,32,40,127.1,MIL
06/02/2021,Regular,2020-21,13,10,SAS,Away,Win,2,111,22,10,6,7,18,37,29,8,29,7,37,44,102.9,11,11,HOU,Home,Loss,1,106,21,12,5,6,25,38,26,12,18,6,40,46,107.8,SAS
06/02/2021,Regular,2020-21,6,17,MIN,Away,Loss,0,118,27,13,12,3,15,47,35,12,12,13,27,40,117.8,10,12,OKC,Home,Win,0,120,25,15,8,1,19,46,34,12,16,8,35,43,115.9,OKC
06/02/2021,Regular,2020-21,14,11,BRK,Away,Loss,0,108,21,17,6,3,18,39,24,15,15,8,26,34,121.5,17,7,PHI,Home,Win,1,124,27,15,12,4,15,48,38,10,18,13,38,51,105.8,PHI
06/02/2021,Regular,2020-21,12,11,GSW,Away,Loss,1,132,27,16,11,4,24,46,26,20,20,6,34,40,128,10,14,DAL,Home,Win,1,134,27,14,5,0,19,44,23,21,25,15,32,47,126.1,DAL
06/02/2021,Regular,2020-21,9,9,MEM,Away,Loss,1,109,27,9,5,5,17,40,27,13,16,11,34,45,126,10,12,NOP,Home,Win,0,118,27,7,3,9,15,45,30,15,13,8,34,42,116.4,NOP
06/02/2021,Regular,2020-21,5,18,DET,Away,Loss,0,129,31,20,13,4,31,45,29,16,23,9,26,35,118.5,18,6,LAL,Home,Win,1,135,32,23,12,5,24,51,42,9,24,9,32,41,113.2,LAL
07/02/2021,Regular,2020-21,5,15,WAS,Away,Loss,1,97,22,14,6,5,18,34,25,9,20,12,36,48,118,11,13,CHO,Home,Win,1,119,21,11,6,6,25,42,27,15,20,18,41,59,96.2,CHO
07/02/2021,Regular,2020-21,19,5,UTA,Away,Win,1,103,22,14,2,4,17,38,25,13,14,16,44,60,96.5,12,12,IND,Home,Loss,1,95,23,9,9,6,22,37,29,8,13,8,37,45,104.6,UTA
07/02/2021,Regular,2020-21,9,14,MIA,Away,Win,1,109,25,11,6,1,15,40,27,13,16,6,38,44,109.8,11,14,NYK,Home,Loss,0,103,23,12,8,2,20,38,22,16,11,10,34,44,116.2,MIA
07/02/2021,Regular,2020-21,12,10,BOS,Away,Loss,1,91,19,5,6,2,11,33,16,17,8,13,28,41,115.5,13,9,PHO,Home,Win,1,100,25,10,4,5,15,40,32,8,12,9,41,50,105.1,PHO
07/02/2021,Regular,2020-21,12,11,SAC,Away,Win,0,113,25,12,5,4,18,46,36,10,11,11,41,52,110,17,8,LAC,Home,Loss,1,110,19,9,8,5,16,41,33,8,20,16,37,53,113,SAC
08/02/2021,Regular,2020-21,11,12,HOU,Away,Loss,1,94,20,11,9,4,18,35,22,13,11,8,31,39,124.9,12,13,CHO,Home,Win,0,119,28,14,5,6,15,44,25,19,12,11,40,51,98.6,CHO
08/02/2021,Regular,2020-21,6,15,WAS,Away,Win,0,105,23,13,8,4,21,36,30,6,27,10,37,47,99.9,9,14,CHI,Home,Loss,1,101,23,16,6,3,26,36,27,9,20,10,40,50,103.9,WAS
08/02/2021,Regular,2020-21,11,13,TOR,Away,Win,1,128,28,14,11,2,24,42,22,20,24,7,30,37,121.8,9,10,MEM,Home,Loss,1,113,27,15,7,4,18,37,24,13,26,19,23,42,138,TOR
08/02/2021,Regular,2020-21,6,18,MIN,Away,Loss,1,122,27,9,9,5,27,42,24,18,20,7,34,41,123.4,11,14,DAL,Home,Win,1,127,30,14,4,6,22,45,33,12,25,10,38,48,118.5,DAL
08/02/2021,Regular,2020-21,12,12,GSW,Away,Loss,1,100,29,20,4,6,19,38,25,13,11,6,43,49,101.6,14,10,SAS,Home,Win,1,105,24,10,12,6,16,39,28,11,16,10,36,46,96.7,SAS
08/02/2021,Regular,2020-21,10,15,CLE,Away,Loss,1,113,23,10,5,5,20,44,36,8,17,9,30,39,126.8,14,9,PHO,Home,Win,0,119,29,10,7,6,20,47,36,11,14,14,27,41,120.4,PHO
08/02/2021,Regular,2020-21,16,8,MIL,Away,Win,1,125,24,10,7,7,19,45,29,16,19,11,39,50,114.9,12,11,DEN,Home,Loss,1,112,22,9,5,4,15,41,26,15,15,8,30,38,128.3,MIL
08/02/2021,Regular,2020-21,10,13,OKC,Away,Loss,1,112,23,12,6,4,23,43,31,12,14,15,40,55,106.5,19,6,LAL,Home,Win,1,119,28,15,7,12,19,44,35,9,22,10,49,59,100.2,LAL
09/02/2021,Regular,2020-21,14,12,BRK,Away,Loss,2,111,30,15,8,6,22,43,32,11,14,8,26,34,125.3,6,18,DET,Home,Win,2,122,28,13,10,6,16,47,34,13,15,7,30,37,114,DET
09/02/2021,Regular,2020-21,11,15,NYK,Away,Loss,1,96,22,14,8,5,25,37,27,10,12,11,35,46,107.4,10,14,MIA,Home,Win,1,98,21,10,5,6,14,26,12,14,32,6,32,38,105.2,MIA
09/02/2021,Regular,2020-21,11,13,HOU,Away,Loss,0,101,24,12,5,4,23,38,25,13,12,12,25,37,135.1,11,12,NOP,Home,Win,2,130,31,9,7,6,20,47,35,12,24,15,40,55,105,NOP
09/02/2021,Regular,2020-21,13,12,GSW,Away,Win,0,114,26,10,8,4,19,42,25,17,13,10,40,50,92.8,14,11,SAS,Home,Loss,0,91,20,14,2,5,16,32,24,8,19,8,37,45,116.2,GSW
09/02/2021,Regular,2020-21,9,16,ORL,Away,Loss,2,97,22,10,7,3,11,37,26,11,12,10,43,53,110.2,13,10,POR,Home,Win,2,106,18,8,6,6,17,35,17,18,18,9,45,54,100.9,POR
09/02/2021,Regular,2020-21,18,7,PHI,Away,Win,2,119,24,17,4,5,22,41,32,9,28,12,47,59,104.8,12,12,SAC,Home,Loss,1,111,24,11,6,8,28,43,29,14,11,8,31,39,112.4,PHI
09/02/2021,Regular,2020-21,12,11,BOS,Away,Loss,1,108,18,8,2,2,25,38,25,13,19,11,24,35,135,20,5,UTA,Home,Win,1,122,28,10,4,7,22,40,22,18,24,10,31,41,119.5,UTA
10/02/2021,Regular,2020-21,12,13,TOR,Away,Win,1,137,28,12,5,5,17,49,30,19,20,9,37,46,111,6,16,WAS,Home,Loss,1,115,26,14,7,3,20,42,30,12,19,12,34,46,132.3,TOR
10/02/2021,Regular,2020-21,11,13,ATL,Away,Loss,3,117,27,9,7,4,20,40,26,14,23,9,33,42,122,12,14,DAL,Home,Win,1,118,25,9,3,3,24,43,29,14,18,4,33,37,121,DAL
10/02/2021,Regular,2020-21,12,13,IND,Away,Loss,2,94,26,8,4,5,21,36,21,15,7,10,33,43,113.3,15,12,BRK,Home,Win,0,104,20,12,2,5,20,32,23,9,31,9,37,46,102.4,BRK
10/02/2021,Regular,2020-21,12,14,CHO,Away,Loss,1,114,23,18,11,4,14,45,31,14,10,8,27,35,135.3,10,10,MEM,Home,Win,1,130,34,16,10,2,18,47,24,23,13,19,27,46,118.6,MEM
10/02/2021,Regular,2020-21,18,8,LAC,Away,Win,2,119,23,15,9,4,20,41,29,12,25,11,37,48,114.3,6,19,MIN,Home,Loss,1,112,29,15,8,8,24,41,26,15,15,16,27,43,121.4,LAC
10/02/2021,Regular,2020-21,11,13,NOP,Away,Loss,0,116,27,12,11,1,12,41,28,13,21,9,26,35,138,10,14,CHI,Home,Win,1,129,36,16,4,6,20,48,23,25,8,7,28,35,124.1,CHI
10/02/2021,Regular,2020-21,10,16,CLE,Away,Loss,1,95,25,17,7,7,18,36,28,8,15,18,31,49,134.2,13,11,DEN,Home,Win,1,133,31,11,12,9,18,51,35,16,15,4,35,39,95.9,DEN
10/02/2021,Regular,2020-21,10,14,OKC,Away,Loss,1,113,32,13,11,4,23,47,40,7,12,7,39,46,104.8,20,6,LAL,Home,Win,1,114,22,16,6,6,15,42,32,10,20,6,37,43,103.9,LAL
10/02/2021,Regular,2020-21,16,9,MIL,Away,Loss,1,124,23,9,6,0,21,43,27,16,22,10,29,39,130.8,15,9,PHO,Home,Win,1,125,25,11,7,2,19,46,31,15,18,12,35,47,129.7,PHO
11/02/2021,Regular,2020-21,12,14,TOR,Away,Loss,0,106,26,13,7,8,26,41,32,9,15,3,29,32,120.7,13,11,BOS,Home,Win,1,120,30,18,8,6,22,39,19,20,22,14,35,49,106.6,BOS
11/02/2021,Regular,2020-21,11,14,MIA,Away,Win,1,101,24,20,6,3,21,34,19,15,18,8,41,49,97.5,11,14,HOU,Home,Loss,1,94,24,13,7,1,20,32,17,15,15,8,34,42,104.7,MIA
11/02/2021,Regular,2020-21,13,13,IND,Away,Win,0,111,26,7,10,5,18,44,30,14,9,10,31,41,110.2,6,19,DET,Home,Loss,1,95,21,11,5,5,13,38,33,5,14,15,28,43,128.8,IND
11/02/2021,Regular,2020-21,9,17,ORL,Away,Loss,1,105,19,15,7,6,17,38,23,15,14,13,36,49,109.6,14,12,GSW,Home,Win,1,111,29,17,6,6,20,41,21,20,9,9,37,46,103.7,GSW
11/02/2021,Regular,2020-21,18,8,PHI,Away,Loss,1,114,20,9,6,5,20,42,36,6,24,11,35,46,125.7,14,10,POR,Home,Win,1,118,15,8,5,2,21,40,23,17,21,15,32,47,121.4,POR
12/02/2021,Regular,2020-21,6,20,MIN,Away,Loss,1,114,28,8,10,4,18,45,29,16,8,9,31,40,116.2,13,14,CHO,Home,Win,1,120,20,20,4,3,17,44,31,13,19,12,43,55,110.4,CHO
12/02/2021,Regular,2020-21,12,15,NYK,Away,Win,2,109,22,11,11,4,22,44,38,6,15,15,50,65,89.6,6,17,WAS,Home,Loss,1,91,20,14,5,5,18,34,25,9,14,9,37,46,107.3,NYK
12/02/2021,Regular,2020-21,15,11,SAS,Away,Win,2,125,27,13,6,6,25,45,33,12,23,8,38,46,111.6,11,14,ATL,Home,Loss,1,114,22,12,10,4,17,39,28,11,25,10,31,41,122.4,SAS
12/02/2021,Regular,2020-21,11,14,NOP,Away,Loss,1,130,31,9,5,3,19,48,31,17,17,9,29,38,146.7,13,14,DAL,Home,Win,1,143,30,6,4,2,22,51,26,25,16,5,32,37,133.4,DAL
12/02/2021,Regular,2020-21,7,19,DET,Away,Win,0,108,25,12,3,6,20,34,19,15,25,6,38,44,105.9,13,12,BOS,Home,Loss,0,102,15,10,9,2,25,36,28,8,22,7,37,44,112.1,DET
12/02/2021,Regular,2020-21,19,8,LAC,Away,Win,1,125,20,9,11,7,13,50,37,13,12,4,33,37,110.7,10,15,CHI,Home,Loss,1,106,23,13,4,3,16,40,28,12,14,8,33,41,130.6,LAC
12/02/2021,Regular,2020-21,10,15,OKC,Away,Loss,1,95,26,12,8,3,19,36,26,10,13,12,38,50,102.2,14,11,DEN,Home,Win,1,97,24,13,6,6,14,40,30,10,7,7,34,41,100.1,DEN
12/02/2021,Regular,2020-21,16,10,MIL,Away,Loss,1,115,19,10,8,6,28,42,30,12,19,6,27,33,123,21,5,UTA,Home,Win,2,129,22,17,4,5,22,43,29,14,29,7,39,46,109.7,UTA
12/02/2021,Regular,2020-21,10,11,MEM,Away,Loss,1,105,31,17,9,2,25,39,27,12,15,6,27,33,115.2,21,6,LAL,Home,Win,1,115,26,18,9,4,16,43,37,6,23,13,34,47,105.2,LAL
12/02/2021,Regular,2020-21,10,17,CLE,Away,Loss,1,110,20,11,6,3,21,38,30,8,26,10,31,41,127.7,15,10,POR,Home,Win,0,129,16,14,3,4,29,43,30,13,30,9,36,45,108.9,POR
12/02/2021,Regular,2020-21,10,17,ORL,Away,Win,0,123,25,10,8,2,15,46,31,15,16,10,32,42,113.1,12,13,SAC,Home,Loss,2,112,33,18,8,1,18,43,31,12,14,8,34,42,124.2,ORL
13/02/2021,Regular,2020-21,18,9,PHI,Away,Loss,1,111,19,13,7,1,15,38,31,7,28,8,27,35,129.5,16,9,PHO,Home,Win,2,120,25,13,8,3,24,48,38,10,14,4,28,32,119.7,PHO
13/02/2021,Regular,2020-21,14,13,IND,Away,Win,1,125,34,9,8,6,21,45,33,12,23,7,36,43,111.8,11,15,ATL,Home,Loss,0,113,35,11,5,4,24,43,34,9,18,7,31,38,123.7,IND
13/02/2021,Regular,2020-21,11,15,HOU,Away,Loss,1,99,17,9,5,5,17,33,25,8,25,12,34,46,125.4,13,15,NYK,Home,Win,0,121,21,7,4,4,21,45,33,12,19,4,40,44,102.6,NYK
13/02/2021,Regular,2020-21,16,12,BRK,Away,Win,2,134,35,13,9,5,15,50,34,16,18,8,37,45,110.4,14,13,GSW,Home,Loss,1,117,25,13,6,6,15,44,35,9,20,5,32,37,126.5,BRK
13/02/2021,Regular,2020-21,11,15,MIA,Away,Loss,1,94,24,17,11,3,21,35,23,12,12,8,35,43,111.5,22,5,UTA,Home,Win,0,112,26,15,11,7,21,39,27,12,22,10,38,48,93.5,UTA
14/02/2021,Regular,2020-21,13,13,BOS,Away,Loss,1,91,14,17,5,2,27,32,23,9,18,14,36,50,100.5,7,17,WAS,Home,Win,1,104,24,16,9,3,25,33,26,7,31,9,45,54,87.9,WAS
14/02/2021,Regular,2020-21,16,11,SAS,Away,Win,1,122,31,9,13,4,13,48,38,10,16,10,33,43,108.5,13,15,CHO,Home,Loss,1,110,23,16,6,6,20,45,33,12,8,12,37,49,120.3,SAS
14/02/2021,Regular,2020-21,11,15,NOP,Away,Loss,1,112,23,10,5,2,17,40,31,9,23,18,26,44,134.8,8,19,DET,Home,Win,1,123,34,11,3,8,23,45,28,17,16,9,28,37,122.7,DET
14/02/2021,Regular,2020-21,7,20,MIN,Away,Win,1,116,28,18,6,8,26,43,27,16,14,5,35,40,110.3,12,15,TOR,Home,Loss,2,112,24,11,6,3,22,38,28,10,26,10,28,38,114.2,MIN
14/02/2021,Regular,2020-21,16,10,POR,Away,Win,1,121,15,15,7,2,23,45,27,18,13,10,26,36,126.8,13,15,DAL,Home,Loss,1,118,19,12,5,6,21,40,26,14,24,10,25,35,130,POR
14/02/2021,Regular,2020-21,16,11,MIL,Away,Loss,1,109,24,14,9,5,16,45,32,13,6,12,35,47,113,11,15,OKC,Home,Win,1,114,32,13,8,1,14,45,30,15,9,12,37,49,108.1,OKC
14/02/2021,Regular,2020-21,10,18,ORL,Away,Loss,1,90,13,10,4,6,12,33,27,6,18,9,39,48,113.1,17,9,PHO,Home,Win,0,109,24,8,6,2,17,41,29,12,15,11,48,59,93.4,PHO
14/02/2021,Regular,2020-21,21,7,LAL,Away,Loss,1,105,27,10,4,4,26,40,34,6,19,8,38,46,123.2,15,11,DEN,Home,Win,1,122,28,9,6,4,24,39,20,19,25,9,38,47,106,DEN
14/02/2021,Regular,2020-21,10,18,CLE,Away,Loss,1,111,25,15,4,4,27,43,36,7,18,11,29,40,126,20,8,LAC,Home,Win,1,128,31,10,8,5,21,42,29,13,31,12,35,47,109.3,LAC
14/02/2021,Regular,2020-21,11,11,MEM,Away,Win,1,124,31,10,10,2,20,50,41,9,15,9,34,43,108.4,12,14,SAC,Home,Loss,1,110,22,16,8,5,19,41,33,8,20,5,28,33,122.2,MEM
15/02/2021,Regular,2020-21,11,15,CHI,Away,Win,2,120,25,18,6,2,24,44,31,13,19,13,47,60,98.1,14,14,IND,Home,Loss,1,112,18,19,9,14,23,39,30,9,25,8,39,47,105.1,CHI
15/02/2021,Regular,2020-21,11,16,HOU,Away,Loss,1,119,23,18,9,5,22,43,35,8,25,9,32,41,118.7,8,17,WAS,Home,Win,0,131,25,15,14,2,24,48,36,12,23,10,37,47,107.8,WAS
15/02/2021,Regular,2020-21,11,16,ATL,Away,Loss,1,112,17,11,5,6,19,36,25,11,29,11,31,42,131.9,14,15,NYK,Home,Win,1,123,22,8,5,6,22,42,25,17,22,10,32,42,120.1,NYK
15/02/2021,Regular,2020-21,18,10,PHI,Away,Loss,1,123,19,12,6,4,21,47,39,8,21,12,30,42,132.7,23,5,UTA,Home,Win,1,134,18,11,9,4,18,45,27,18,26,7,29,36,121.8,UTA
15/02/2021,Regular,2020-21,10,19,CLE,Away,Loss,0,98,19,17,10,3,24,37,29,8,16,15,34,49,125.5,15,13,GSW,Home,Win,1,129,34,14,9,10,23,46,29,17,20,5,34,39,95.3,GSW
15/02/2021,Regular,2020-21,11,16,MIA,Away,Loss,1,118,27,8,7,6,21,46,38,8,18,9,30,39,128.5,21,8,LAC,Home,Win,0,125,31,12,5,0,22,47,32,15,16,7,32,39,121.3,LAC
15/02/2021,Regular,2020-21,17,12,BRK,Away,Win,1,136,31,15,7,4,16,51,24,27,7,9,26,35,128.3,12,15,SAC,Home,Loss,0,125,24,13,6,6,13,51,39,12,11,15,26,41,139.5,BRK
16/02/2021,Regular,2020-21,15,12,DEN,Away,Loss,1,99,25,17,12,3,18,38,29,9,14,11,27,38,116.7,14,13,BOS,Home,Win,1,112,26,20,7,1,22,39,24,15,19,10,33,43,103.2,BOS
16/02/2021,Regular,2020-21,12,15,NOP,Away,Win,1,144,33,19,14,4,19,56,37,19,13,11,36,47,108.1,11,12,MEM,Home,Loss,1,113,23,19,10,0,18,42,29,13,16,9,23,32,137.8,NOP
16/02/2021,Regular,2020-21,13,15,TOR,Away,Win,1,124,25,15,8,6,18,46,29,17,15,8,36,44,107.6,16,12,MIL,Home,Loss,1,113,25,17,10,5,17,40,26,14,19,5,36,41,118.1,TOR
16/02/2021,Regular,2020-21,22,7,LAL,Away,Win,1,112,20,18,8,8,14,42,31,11,17,6,32,38,106.7,7,21,MIN,Home,Loss,1,104,26,15,11,4,27,39,23,16,10,11,27,38,114.9,LAL
16/02/2021,Regular,2020-21,17,10,POR,Away,Win,1,115,26,10,6,8,23,42,22,20,11,15,39,54,106.3,11,16,OKC,Home,Loss,1,104,23,11,6,3,16,37,27,10,20,7,39,46,117.5,POR
